郑聊,男,32302354,1.4038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
李东姬,男,32151672,3.1291,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
孔琳朗,女,32126180,3.5375,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
钱怕,男,32176652,2.5186,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
雷峰拿,男,32583254,2.3906,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
赵计,男,32237372,3.034,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
雷铭痴,男,32268130,3.2011,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
雷铭蛊,女,32861870,2.0491,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
沈驳,男,32446733,2.207,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
赵赓,女,32243538,1.6703,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
曹坤郡,女,32017044,1.5328,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
姜歌累,女,32427605,3.0304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
贺欣坏,女,32454184,2.0632,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1
吴歌弹,女,32148387,3.2966,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
雷豪,男,32241664,1.8116,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0
吴兰捋,男,32152374,3.5353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
孔贝盈,女,32868631,3.3336,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
朱桐庞,男,32224755,2.6898,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
张炳展,女,32503618,3.2178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
王贝臣,男,32242642,2.1347,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0
昌判,男,32366112,2.9544,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1
