秦颖钎,女,32456710,3.9332,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
周扛,女,32571327,2.087,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
昌倥,男,32721834,1.7043,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
罗茵崾,女,32861167,2.4049,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
范翟,女,32716461,1.9568,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
秦骚,男,32182762,3.4322,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
蒋颖馀,女,32710486,3.4949,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
赵琳瑟,男,32401562,2.744,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
许辰喜,男,32702315,3.1138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
张贝藓,男,32642784,3.8939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
孙颖恽,女,32048238,3.4662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
陈国八,女,32200423,3.3799,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
姜桐姝,男,32321612,3.0513,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
孙国弁,女,32078120,3.2962,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
陈凡孔,男,32275012,3.0933,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
昌骏廒,女,32607167,2.3861,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
周郇,男,32516627,2.9456,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0
钱峰纲,女,32050315,3.8627,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
秦伟堋,女,32474061,2.005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
韦贝栽,男,32650400,2.1825,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0
雷傺,女,32538455,2.5963,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0
昌贝话,女,32474008,3.8325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
马嵴,男,32441824,2.7844,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
孙铝,女,32880720,3.1786,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
苏桐剐,女,32614131,1.0456,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1
赵榨,男,32243468,2.4812,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1
张兰礁,男,32106277,3.6977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
孙辰莺,女,32803236,3.8302,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
周颖喃,男,32747000,3.1699,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
严骏呖,男,32826437,3.908,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
王伟孟,男,32251505,3.0023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
方习,男,32618733,3.0508,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
鲁德闳,女,32721786,2.0964,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0
赵歌沃,女,32774720,2.7276,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1
钱东钮,女,32526772,1.0079,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
严茵磺,女,32066403,3.1222,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
蒋铭蚀,男,32513020,2.8835,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0
范欣佘,男,32667635,2.1273,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0
鲁圬,男,32722646,2.5719,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1
岑骏拽,女,32460626,3.3861,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
苏咋,女,32718224,2.6191,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1
严少,男,32121862,3.9554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
韦淳,男,32768447,1.6968,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
姜月褐,男,32820012,3.5214,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
曹泌,男,32328457,2.489,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1
岑隆冶,男,32048006,2.176,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
许贝巯,男,32487258,2.7194,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
孔劢,男,32784015,1.5534,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
秦凡秩,男,32811655,3.2876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
赵仑,女,32658631,2.0565,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
韩跑,男,32748617,2.4414,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0
方濡,男,32181218,3.8166,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
范参,男,32865702,2.2189,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
方琳拦,男,32514386,3.6627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
范浪,男,32300712,2.285,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1
雷咎,男,32026022,2.5798,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0
赵总,女,32002411,3.5215,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
罗川,女,32621755,3.5656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
严旁,男,32610571,2.4929,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1
苏凡霸,女,32005053,3.2362,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
昌晓啊,女,32014314,2.6985,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
曹桐娆,男,32466787,3.2698,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
秦国掷,女,32686167,3.105,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
雷东灸,男,32225258,3.6608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
昌傅,女,32621820,3.0023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
周椿,女,32012217,3.3702,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
岑晓粗,男,32432334,3.2351,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
岑峰啵,男,32074787,1.657,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
赵兔,男,32283647,2.4332,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
鲁颖茂,女,32845210,1.8094,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
韦粉,女,32057177,1.3189,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
曹桓,男,32265710,2.8603,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0
贺国迂,女,32064526,3.7231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
曹亮刨,男,32345107,3.8486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
昌铭染,女,32056051,1.9772,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0
吴亮薤,男,32438060,2.4259,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
沈鄞,女,32021644,3.9528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
苏伟梁,男,32007583,2.3601,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0
韩桓,女,32643268,3.2247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
朱极,男,32858016,3.7243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
方汐,男,32187015,2.9019,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1
蒋辰松,女,32344326,3.3105,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
何亮米,男,32274404,3.0587,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
杨伟乌,男,32057460,2.9761,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
严骏逋,男,32136466,1.9295,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0
朱辰兄,女,32238062,3.0463,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
周颖镀,女,32844403,3.7697,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
何越,女,32538067,2.9289,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
严桐谢,男,32362068,2.5904,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
王歌夂,男,32143572,2.884,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1
